index,text,kontext,klassifikation.tore_bayern,klassifikation.tore_gegner,klassifikation.phase,meta.saison,meta.spieltag,meta.heim_auswaerts,meta.gegner,meta.tabelle,meta.ballbesitz_bayern,ergebnis.bayern,ergebnis.gegner,offizielle.schiedsrichter,offizielle.kommentator,source_file,sentiment__fine_tuned_german_sentiment,sentiment__fine_tuned_german_sentiment__conf,sentiment__xlm-roberta-base,sentiment__xlm-roberta-base__conf,sentiment__german-sentiment-bert,sentiment__german-sentiment-bert__conf,sentiment__german-news-sentiment-bert,sentiment__german-news-sentiment-bert__conf
85,Vielleicht endlich jetzt Sabitzer stark im Österreich-Duell gegen Laimer.,Borussia Dortmund,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.7721,Positiv,0.6064,Negativ,0.6402,Negativ,0.4933
86,Unsichtbar Brandt und dann seit 7 Wochen ohne Torglück.,Borussia Dortmund,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.636,Negativ,0.5068,Neutral,0.9733,Negativ,0.7915
87,"Seine Idee gut, 45 plus 2, spät Dortmunds beste Chance.",Borussia Dortmund,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9563,Positiv,0.555,Positiv,0.9096,Positiv,0.9239
88,Dann ist Pause.,Neutral,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9408,Neutral,0.7852,Positiv,0.8203,Positiv,0.8527
89,Ein verdientes 2:0 sehen Bundestrainer Julian Nagelsmann und Assistent Sandro Wagner.,FC Bayern München,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9678,Positiv,0.646,Neutral,0.9994,Neutral,0.7992
90,"Die Halbzeit, Zeit noch ein Zeichen zu setzen.",Neutral,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.8801,Neutral,0.8002,Neutral,0.9852,Neutral,0.6729
91,"DFL und DFB haben eine Botschaft, auch an den eigenen Boss.",Neutral,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.909,Neutral,0.8187,Neutral,0.9998,Neutral,0.9529
92,Der BVB mit einem Wechsel: Süle kommt für Wolf.,Borussia Dortmund,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9451,Positiv,0.5256,Neutral,0.9816,Neutral,0.7258
93,Umstellung auf Dreierkette.,Borussia Dortmund,2,0,1,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9321,Negativ,0.5328,Neutral,0.9919,Neutral,0.7751
94,Rein in die zweite Hälfte.,Neutral,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9615,Neutral,0.7986,Neutral,0.9909,Neutral,0.9404
95,Gelingt Dortmund das Comeback wie beim 2:2 vor einem Jahr?,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.7559,Positiv,0.5868,Neutral,0.968,Neutral,0.5874
96,"Dann Goretzka, der die Nummer 8 trägt und die 8 oft spielt.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.8777,Positiv,0.5801,Neutral,1.0,Neutral,0.9518
97,Noch hält Neuer seine Borussia drin in diesem Spiel.,FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9469,Positiv,0.5948,Neutral,0.9957,Neutral,0.8278
98,"Bleibt lange stehen, weiter nur 2:0 für die Bayern.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.8995,Positiv,0.6247,Neutral,0.9764,Negativ,0.6571
99,"Die anschließende Ecke wieder Sané, Goretzka wieder mittendrin.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.936,Positiv,0.5298,Neutral,0.9998,Neutral,0.859
100,Hier dann Harry Kane geblockt und Mazraoui.,Neutral,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9634,Neutral,0.8052,Neutral,0.9999,Neutral,0.9644
101,In 65 Sekunden nach der Pause gleich drei bayerische Torschüsse.,FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9597,Positiv,0.5953,Neutral,0.9999,Neutral,0.8692
102,"Wieder also ein frühes, eindrucksvolles Münchner Statement.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9466,Positiv,0.5178,Neutral,1.0,Neutral,0.9745
103,"Der BVB seit 17 Ligaspielen ungeschlagen, in diesem Jahr nur einmal verloren, gegen diese Bayern.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.8132,Positiv,0.6764,Neutral,0.9947,Negativ,0.6353
104,"Nico Schlotterbeck, ein karger Versuch.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9588,Positiv,0.5201,Neutral,1.0,Neutral,0.9813
105,"Manuel Neuer bisher beschäftigungslos, aber nicht wortlos.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9473,Negativ,0.5125,Neutral,0.9962,Neutral,0.8226
106,"53. Minute, Musiala arbeitet sich die Heimelf ins so einseitige Topspiel.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9274,Positiv,0.6433,Neutral,1.0,Neutral,0.5104
107,Sabitzer mal hoch und weit.,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.8092,Negativ,0.5104,Negativ,0.9551,Negativ,0.7988
108,"Reus, kleiner, aber beweglicher als Upamecano.",Neutral,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9309,Neutral,0.8635,Neutral,0.9997,Neutral,0.5507
109,"Freistoß und Marco Reus, ein erstes Mal ist Neuer wirklich gefordert.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.7866,Positiv,0.6055,Neutral,0.9846,Negativ,0.5776
110,"20 Jahre ein königsblauer Ball, 13 ein roter.",Neutral,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.8947,Neutral,0.8621,Neutral,0.9969,Neutral,0.9209
111,Heute Neuers 480. Bundesligaspiel.,FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9081,Positiv,0.6556,Neutral,0.9634,Neutral,0.53
112,Dortmund wechselt weiter.,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9097,Negativ,0.5305,Neutral,0.9935,Neutral,0.7647
113,"57. Minute, Emre Can und Felix Nmecha für mehr Durchschlagskraft.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9357,Positiv,0.5426,Neutral,0.999,Neutral,0.777
114,Es ist die bisher engste Phase in diesem Spiel.,Neutral,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9184,Neutral,0.7828,Neutral,0.9999,Neutral,0.9748
115,Vierter gegen Zweiter.,Neutral,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9672,Neutral,0.8405,Negativ,0.6596,Neutral,0.3927
116,"Ballverlust BVB, wieder kontern die Bayern exzellent.",Neutral,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9401,Neutral,0.9326,Positiv,0.5648,Positiv,0.9692
117,Es rollt der nächste Tempogegenstoß über und Dortmunds bester Gregor Kobel.,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9396,Positiv,0.6041,Neutral,0.9998,Neutral,0.9174
118,"Eben beinahe der Anschlusstreffer, jetzt fast die Entscheidung.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9163,Negativ,0.4982,Neutral,0.995,Neutral,0.4819
119,Rächt sich das Auslassen der Chancen?,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.5648,Negativ,0.513,Neutral,0.9776,Neutral,0.5574
120,"Minute 59, Feierabend für den Torschützen Upamecano.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9346,Positiv,0.6514,Neutral,0.9673,Neutral,0.5209
121,Das Startelfrisiko hat sich gelohnt.,FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9475,Positiv,0.4988,Neutral,0.5174,Positiv,0.7964
122,"Neu der 19-jährige Pavlovic, zweites Bundesligaspiel.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9035,Positiv,0.6612,Neutral,0.9999,Neutral,0.9371
123,Goretzka als Innenverteidiger.,FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.759,Negativ,0.5236,Neutral,1.0,Neutral,0.9973
124,"Die Partie offen, aber die Gäste immer noch schneller, zweikampfstärker, zielstrebiger.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.7243,Positiv,0.6184,Neutral,0.9934,Neutral,0.4335
125,"Kane, wieder als Regisseur.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9531,Negativ,0.5107,Neutral,0.9994,Neutral,0.9209
126,"Coman, Musiala und wieder Kobel.",Neutral,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9622,Neutral,0.8439,Neutral,0.9987,Neutral,0.8906
127,Und dann noch mal gegen Kane und den harmlosen Kopfball.,FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.5345,Positiv,0.5848,Neutral,0.9983,Neutral,0.6803
128,Die beste Nachricht aus westfälischer Sicht: Es steht nur 0:2.,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9627,Positiv,0.5147,Neutral,0.9973,Neutral,0.7519
129,Julian Brandt heute nicht prägend.,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9408,Negativ,0.5079,Neutral,0.9994,Neutral,0.9319
130,"Sabitzer, immerhin der antreibt.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.8793,Negativ,0.5157,Neutral,0.9905,Negativ,0.5358
131,"Sabitzer, Marco Reus diesmal per Kopf.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.918,Positiv,0.5177,Neutral,0.9889,Neutral,0.5412
132,"Gebürtiger Dortmunder, bisher mit unerfüllten Meisterschaftsträumen.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9553,Positiv,0.5136,Neutral,0.9999,Neutral,0.8891
133,Nächster Wechsel: Für Brandt kommt Moukoko.,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9248,Negativ,0.4979,Neutral,0.9974,Neutral,0.7578
134,"Wieder Frische, aber auch endlich Durchschlagskraft.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9318,Positiv,0.5114,Neutral,0.9997,Neutral,0.9276
135,"Vor einem Jahr war Moukoko Torschütze zum 1:2, Ende 2:2.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9414,Positiv,0.6613,Neutral,1.0,Neutral,0.9554
136,"Kaum drin, düst der Youngster schon los.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.783,Positiv,0.5269,Negativ,0.7047,Negativ,0.5053
137,"Moukoko mit Mut, mit Chance, ein Dortmunder Hoffnungsschimmer.",Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.927,Positiv,0.598,Neutral,0.9952,Neutral,0.6828
138,Geht hier doch noch was?,Borussia Dortmund,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.8117,Negativ,0.5352,Neutral,0.9405,Neutral,0.6618
139,Erst einmal marschieren wieder die Rot-Weißen.,FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9087,Positiv,0.6246,Neutral,0.9991,Neutral,0.8276
140,"Laimer lupft, Kane ist durch.",FC Bayern München,2,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.7275,Negativ,0.51,Neutral,0.9843,Neutral,0.4833
141,"Harry Kane legt auf für Musiala, 3:0.",FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9467,Positiv,0.5519,Neutral,0.9993,Neutral,0.764
142,"Müller sieht es als erster, Assistent zeigt Abseits an und hat recht.",FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.6899,Positiv,0.5114,Neutral,0.9737,Neutral,0.4675
143,Kanes Schulter minimal zu weit vorne.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.8145,Positiv,0.51,Neutral,0.9881,Negativ,0.5392
144,Noch knapp 20 Minuten.,Neutral,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9626,Neutral,0.7618,Negativ,0.9356,Negativ,0.7744
145,Dortmunds erste Heimniederlage seit August 2022.,Borussia Dortmund,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9491,Positiv,0.5912,Neutral,1.0,Neutral,0.8924
146,Musiala einfach erfolgreich.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9432,Negativ,0.5173,Neutral,0.9866,Positiv,0.9036
147,"Harry Kane, 3:0, 72. Minute.",FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9507,Positiv,0.6661,Neutral,0.9449,Neutral,0.4476
148,Jetzt darf gejubelt werden.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.8726,Negativ,0.5202,Neutral,0.9991,Neutral,0.8819
149,"Assistent, das Adlerauge, diesmal kein Abseits für Kane.",FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9391,Positiv,0.4968,Neutral,0.9818,Neutral,0.4488
150,Der 14. Bundesliga-Treffer in seinem 10. Spiel.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9458,Positiv,0.666,Neutral,0.9676,Neutral,0.5651
151,Neue Bundesliga-Bestmarke.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9638,Positiv,0.5847,Neutral,0.997,Neutral,0.9123
152,Bayerns Offensive jenseits des Pokals herausragend.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9553,Positiv,0.6579,Positiv,0.9672,Positiv,0.9849
153,Und wir blicken gleich auf Tuchel.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9437,Positiv,0.5422,Positiv,0.5407,Positiv,0.4034
154,"Jubel, Trubel und Genugtuung.",FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.8863,Positiv,0.5338,Neutral,0.9959,Neutral,0.8021
155,In seinen ersten 18 Monaten vier von fünf möglichen Titeln verpasst.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9435,Positiv,0.5227,Neutral,1.0,Neutral,0.9968
156,Heute ein meisterlicher Abend.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9604,Positiv,0.54,Neutral,0.9805,Positiv,0.7962
157,20 Minuten vor Abpfiff endet für so manche schon die echte Liebe.,FC Bayern München,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9122,Positiv,0.5668,Neutral,0.998,Neutral,0.593
158,Abreise.,Neutral,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9151,Neutral,0.7362,Positiv,0.9209,Positiv,0.9191
159,"0:3, Dortmunds Heimserien enden.",Borussia Dortmund,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9622,Positiv,0.6851,Neutral,1.0,Neutral,0.9391
160,"Erste Niederlage seit fast 15 Monaten, erstmals torlos seit mehr als 3 Jahren.",Borussia Dortmund,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9174,Positiv,0.5049,Neutral,1.0,Neutral,0.9852
161,Und nicht nur das.,Neutral,3,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.9429,Neutral,0.7231,Negativ,0.4629,Positiv,0.5996
162,"Süle, Pavlovic, Harry Kane zum dritten, 4:0, 90 plus 3.",FC Bayern München,4,0,2,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9578,Positiv,0.6638,Neutral,0.9955,Neutral,0.578
163,"Dreierpack gegen Darmstadt, Dreierpack gegen Dortmund.",FC Bayern München,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.7727,Positiv,0.6817,Neutral,0.9714,Neutral,0.4671
164,Harry Kane ist Weltklasse.,FC Bayern München,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9701,Positiv,0.5896,Positiv,0.9738,Positiv,0.9768
165,"Süle, Fehlerteufel, Junior Pavlovic, Passgeber, Kane, Vollender.",FC Bayern München,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9572,Positiv,0.5596,Neutral,0.9943,Neutral,0.4437
166,15. Tor am 10. Spieltag.,FC Bayern München,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.4835,Positiv,0.6073,Negativ,0.7284,Neutral,0.4538
167,Kane stellt den Rekord von Gerd Müller ein.,FC Bayern München,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9413,Positiv,0.5959,Neutral,1.0,Neutral,0.9623
168,"Das der Endstand, 4:0 mit drei Treffern.",Neutral,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Neutral,0.925,Neutral,0.8657,Neutral,1.0,Neutral,0.9693
169,Und für Thomas Tuchel ist es der erste Auswärtssieg in Dortmund.,FC Bayern München,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9442,Positiv,0.6625,Neutral,1.0,Neutral,0.9638
170,Eine eindrucksvolle Rückmeldung nach dem vermasselten Pokalabend.,FC Bayern München,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Negativ,0.844,Positiv,0.6124,Neutral,0.9911,Negativ,0.8082
171,Bei Terzic bleibt dabei auch im vierten Anlauf kein Sieg gegen den Meister.,Borussia Dortmund,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9197,Positiv,0.5257,Neutral,1.0,Neutral,0.9582
172,Die schwächste Saisonleistung ausgerechnet im ersten Spitzenspiel.,Borussia Dortmund,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9292,Positiv,0.5963,Neutral,0.999,Negativ,0.577
173,"Heim- und Torserie gerissen, die sieglose Serie gegen München fortgesetzt.",Borussia Dortmund,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.7922,Positiv,0.6654,Neutral,1.0,Neutral,0.9319
174,Gegen beeindruckend bravouröse Bayern.,FC Bayern München,4,0,3,23/24,10,Auswärts,Borussia Dortmund,2,0.51,4,0,Deniz Aytekin,Oliver Schmidt,23-24_S10_borussia_dortmund.json,Positiv,0.9428,Positiv,0.546,Positiv,0.912,Positiv,0.9288
